Day,Price,Signal,SignalStrategyValue,FlatStrategyValue,AccumulatedCash,TotalInvested
4528,221.73,Hold,11125.24,11172.02,9.00,11134.24
4529,221.76,Hold,11126.74,11174.53,10.00,11136.74
4530,223.66,Hold,11222.08,11271.27,11.00,11233.08
4531,221.03,Hold,11090.12,11139.73,12.00,11102.12
4532,221.05,Sell,11091.12,11141.74,13.00,11104.12
4533,220.49,Hold,11063.02,11114.51,14.00,11077.02
4534,218.54,Hold,10965.18,11017.22,15.00,10980.18
4535,214.09,Hold,10741.90,10793.88,16.00,10757.90
4536,213.64,Hold,10719.32,10772.19,17.00,10736.32
4537,214.50,Hold,10762.48,10816.55,18.00,10780.48
4538,211.41,Hold,10607.44,10661.74,19.00,10626.44
4539,211.63,Hold,10618.47,10673.83,20.00,10638.47
4540,213.03,Hold,10688.72,10745.44,21.00,10709.72
4541,212.41,Hold,10657.61,10715.17,22.00,10679.61
4542,212.13,Hold,10643.56,10702.04,23.00,10666.56
4543,209.05,Hold,10489.02,10547.66,24.00,10513.02
4544,210.56,Hold,10564.79,10624.84,25.00,10589.79
4545,210.45,Hold,10559.27,10620.29,26.00,10585.27
4546,212.96,Hold,10685.21,10747.96,27.00,10712.21
4547,214.30,Buy,10780.44,10816.59,0.00,10780.44
4548,215.63,Hold,10847.35,10884.72,1.00,10848.35
4549,216.48,Hold,10890.11,10928.63,2.00,10892.11
4550,214.74,Hold,10802.57,10841.79,3.00,10805.57
4551,213.53,Hold,10741.70,10781.69,4.00,10745.70
4552,216.01,Hold,10866.46,10907.92,5.00,10871.46
4553,216.29,Hold,10880.55,10923.06,6.00,10886.55
4554,213.09,Hold,10719.57,10762.45,7.00,10726.57
4555,211.08,Hold,10618.46,10661.93,8.00,10626.46
4556,208.47,Sell,10487.16,10531.10,9.00,10496.16
4557,207.90,Hold,10458.49,10503.30,10.00,10468.49
4558,209.47,Hold,10537.47,10583.62,11.00,10548.47
4559,206.36,Hold,10381.02,10427.49,12.00,10393.02
4560,204.22,Hold,10273.36,10320.35,13.00,10286.36
4561,203.12,Hold,10218.03,10265.76,14.00,10232.03
4562,205.46,Hold,10335.74,10385.03,15.00,10350.74
4563,206.79,Hold,10402.65,10453.25,16.00,10418.65
4564,208.86,Hold,10506.78,10558.89,17.00,10523.78
4565,213.01,Buy,10733.55,10769.69,0.00,10733.55
4566,215.41,Hold,10854.48,10892.03,1.00,10855.48
4567,215.50,Hold,10859.02,10897.59,2.00,10861.02
4568,216.14,Hold,10891.27,10930.95,3.00,10894.27
4569,216.11,Hold,10889.75,10930.43,4.00,10893.75
4570,214.27,Hold,10797.04,10838.37,5.00,10802.04
4571,217.46,Hold,10957.78,11000.73,6.00,10963.78
4572,217.33,Hold,10951.23,10995.15,7.00,10958.23
4573,222.15,Hold,11194.11,11240.00,8.00,11202.11
4574,222.70,Hold,11221.82,11268.83,9.00,11230.82
4575,222.55,Hold,11214.27,11262.24,10.00,11224.27
4576,223.11,Hold,11242.48,11291.58,11.00,11253.48
4577,224.79,Hold,11327.14,11377.61,12.00,11339.14
4578,224.18,Hold,11296.40,11347.73,13.00,11309.40
4579,225.14,Hold,11344.78,11397.33,14.00,11358.78
4580,225.38,Hold,11356.87,11410.48,15.00,11371.87
4581,225.09,Hold,11342.26,11396.79,16.00,11358.26
4582,225.23,Hold,11349.31,11404.88,17.00,11366.31
4583,225.33,Hold,11354.35,11410.95,18.00,11372.35
4584,226.26,Hold,11401.21,11459.04,19.00,11420.21
4585,228.17,Hold,11497.46,11556.77,20.00,11517.46
4586,227.35,Hold,11456.14,11516.24,21.00,11477.14
4587,226.91,Hold,11433.97,11494.95,22.00,11455.97
4588,225.95,Hold,11385.59,11447.32,23.00,11408.59
4589,227.76,Sell,11476.80,11540.02,24.00,11500.80
4590,228.85,Buy,11556.72,11596.25,0.00,11556.72
4591,229.79,Hold,11604.19,11644.88,1.00,11605.19
4592,230.66,Hold,11648.13,11689.97,2.00,11650.13
4593,234.24,Hold,11828.91,11872.41,3.00,11831.91
4594,235.63,Hold,11899.11,11943.86,4.00,11903.11
4595,235.31,Hold,11882.95,11928.64,5.00,11887.95
4596,236.33,Hold,11934.46,11981.34,6.00,11940.46
4597,238.06,Hold,12021.82,12070.05,7.00,12028.82
4598,234.51,Hold,11842.55,11891.06,8.00,11850.55
4599,236.09,Hold,11922.34,11972.17,9.00,11931.34
4600,236.63,Hold,11949.61,12000.56,10.00,11959.61
4601,237.80,Hold,12008.69,12060.89,11.00,12019.69
4602,238.25,Hold,12031.41,12084.72,12.00,12043.41
4603,238.13,Hold,12025.35,12079.63,13.00,12038.35
4604,237.22,Sell,11979.40,12034.47,14.00,11993.40
4605,235.63,Hold,11899.11,11954.81,15.00,11914.11
4606,233.37,Hold,11784.98,11841.14,16.00,11800.98
4607,232.77,Hold,11754.68,11811.70,17.00,11771.68
4608,233.12,Hold,11772.35,11830.46,18.00,11790.35
4609,236.45,Hold,11940.51,12000.45,19.00,11959.51
4610,236.01,Hold,11918.30,11979.12,20.00,11938.30
4611,237.23,Hold,11979.90,12042.04,21.00,12000.90
4612,237.07,Hold,11971.82,12034.92,22.00,11993.82
4613,237.11,Hold,11973.84,12037.95,23.00,11996.84
4614,236.01,Hold,11918.30,11983.11,24.00,11942.30
4615,234.59,Hold,11846.59,11912.01,25.00,11871.59
4616,236.66,Hold,11951.12,12018.12,26.00,11977.12
4617,239.54,Hold,12096.56,12165.37,27.00,12123.56
4618,240.58,Hold,12149.08,12219.19,28.00,12177.08
4619,241.02,Buy,12200.30,12242.54,0.00,12200.30
4620,240.98,Hold,12198.27,12241.51,1.00,12199.27
4621,242.32,Hold,12266.10,12310.58,2.00,12268.10
4622,242.12,Hold,12255.98,12301.42,3.00,12258.98
4623,244.32,Hold,12367.34,12414.19,4.00,12371.34
4624,243.98,Hold,12350.13,12397.92,5.00,12355.13
4625,239.87,Hold,12142.08,12190.06,6.00,12148.08
4626,243.10,Hold,12305.58,12355.21,7.00,12312.58
4627,245.18,Hold,12410.87,12461.92,8.00,12418.87
4628,244.02,Hold,12352.15,12403.96,9.00,12361.15
4629,244.85,Hold,12394.17,12447.16,10.00,12404.17
4630,246.78,Hold,12491.86,12546.27,11.00,12502.86
4631,247.39,Hold,12522.74,12578.28,12.00,12534.74
4632,248.90,Hold,12599.18,12656.05,13.00,12612.18
4633,249.14,Hold,12611.33,12669.26,14.00,12625.33
4634,245.15,Hold,12409.35,12467.36,15.00,12424.35
4635,247.86,Hold,12546.53,12606.18,16.00,12562.53
4636,249.77,Hold,12643.22,12704.32,17.00,12660.22
4637,248.46,Hold,12576.90,12638.69,18.00,12594.90
4638,246.90,Sell,12497.94,12560.33,19.00,12516.94
4639,246.95,Hold,12500.47,12563.88,20.00,12520.47
4640,251.83,Hold,12747.49,12813.15,21.00,12768.49
4641,252.00,Buy,12778.10,12822.80,0.00,12778.10
4642,251.24,Hold,12739.56,12785.13,1.00,12740.56
4643,251.94,Hold,12775.06,12821.75,2.00,12777.06
4644,251.52,Hold,12753.76,12801.38,3.00,12756.76
4645,252.58,Hold,12807.51,12856.33,4.00,12811.51
4646,254.90,Hold,12925.15,12975.42,5.00,12930.15
4647,254.65,Hold,12912.47,12963.69,6.00,12918.47
4648,251.95,Sell,12775.56,12827.24,7.00,12782.56
4649,253.44,Hold,12851.12,12904.10,8.00,12859.12
4650,255.91,Buy,12985.36,13030.86,0.00,12985.36
4651,254.43,Sell,12910.26,12956.50,1.00,12911.26
4652,254.02,Hold,12889.46,12936.62,2.00,12891.46
4653,256.53,Hold,13016.82,13065.45,3.00,13019.82
4654,256.21,Hold,13000.58,13050.15,4.00,13004.58
4655,255.22,Hold,12950.35,13000.72,5.00,12955.35
4656,253.71,Hold,12873.73,12924.81,6.00,12879.73
4657,255.00,Hold,12939.19,12991.52,7.00,12946.19
4658,256.47,Hold,13013.78,13067.42,8.00,13021.78
4659,259.07,Hold,13145.71,13200.89,9.00,13154.71
4660,260.14,Buy,13210.00,13256.41,0.00,13210.00
4661,258.50,Hold,13126.72,13173.84,1.00,13127.72
4662,257.92,Sell,13097.27,13145.28,2.00,13099.27
4663,257.46,Hold,13073.91,13122.83,3.00,13076.91
4664,259.73,Hold,13189.18,13239.54,4.00,13193.18
4665,259.90,Hold,13197.81,13249.20,5.00,13202.81
4666,259.70,Hold,13187.66,13240.01,6.00,13193.66
4667,257.30,Hold,13065.78,13118.65,7.00,13072.78
4668,257.70,Hold,13086.10,13140.05,8.00,13094.10
4669,254.61,Hold,12929.18,12983.49,9.00,12938.18
4670,257.18,Hold,13059.69,13115.54,10.00,13069.69
4671,257.48,Hold,13074.92,13131.84,11.00,13085.92
4672,257.85,Hold,13093.71,13151.71,12.00,13105.71
4673,254.97,Hold,12947.46,13005.82,13.00,12960.46
4674,256.70,Hold,13035.32,13095.06,14.00,13049.32
4675,253.00,Hold,12847.43,12907.31,15.00,12862.43
4676,249.89,Hold,12689.50,12749.65,16.00,12705.50
4677,249.14,Hold,12651.42,12712.38,17.00,12668.42
4678,247.68,Hold,12577.28,12638.89,18.00,12595.28
4679,247.17,Hold,12551.38,12613.86,19.00,12570.38
4680,245.23,Hold,12452.86,12515.86,20.00,12472.86
4681,247.64,Hold,12575.24,12639.86,21.00,12596.24
4682,250.59,Hold,12725.05,12791.43,22.00,12747.05
4683,250.65,Hold,12728.09,12795.49,23.00,12751.09
4684,249.46,Hold,12667.67,12735.74,24.00,12691.67
4685,251.78,Hold,12785.48,12855.19,25.00,12810.48
4686,252.77,Buy,12861.75,12906.73,0.00,12861.75
4687,248.61,Sell,12650.07,12695.32,1.00,12651.07
4688,247.99,Hold,12618.53,12664.66,2.00,12620.53
4689,250.56,Hold,12749.30,12796.91,3.00,12752.30
4690,253.53,Buy,12904.42,12949.59,0.00,12904.42
4691,256.25,Hold,13042.86,13089.52,1.00,13043.86
4692,256.48,Hold,13054.57,13102.27,2.00,13056.57
4693,256.30,Hold,13045.41,13094.08,3.00,13048.41
4694,257.81,Hold,13122.27,13172.22,4.00,13126.27
4695,258.05,Hold,13134.48,13185.48,5.00,13139.48
4696,258.19,Hold,13141.61,13193.64,6.00,13147.61
4697,259.45,Hold,13205.74,13259.03,7.00,13212.74
4698,262.64,Hold,13368.11,13423.05,8.00,13376.11
4699,261.93,Hold,13331.97,13387.76,9.00,13340.97
4700,262.30,Hold,13350.80,13407.67,10.00,13360.80
4701,262.57,Hold,13364.55,13422.47,11.00,13375.55
4702,263.11,Hold,13392.03,13451.08,12.00,13404.03
4703,262.22,Hold,13346.73,13406.58,13.00,13359.73
4704,259.99,Hold,13233.23,13293.56,14.00,13247.23
4705,261.87,Hold,13328.92,13390.69,15.00,13343.92
4706,261.87,Hold,13328.92,13391.69,16.00,13344.92
4707,259.72,Sell,13219.48,13282.74,17.00,13236.48
4708,258.45,Hold,13154.84,13218.79,18.00,13172.84
4709,260.44,Hold,13256.13,13321.57,19.00,13275.13
4710,260.52,Hold,13260.20,13326.66,20.00,13280.20
4711,260.49,Hold,13258.68,13326.13,21.00,13279.68
4712,263.68,Hold,13421.04,13490.32,22.00,13443.04
4713,263.45,Hold,13409.34,13479.56,23.00,13432.34
4714,262.95,Hold,13383.89,13454.97,24.00,13407.89
4715,263.83,Buy,13453.68,13501.00,0.00,13453.68
4716,264.28,Hold,13476.63,13525.03,1.00,13477.63
4717,266.77,Hold,13603.60,13653.46,2.00,13605.60
4718,266.89,Hold,13609.72,13660.60,3.00,13612.72
4719,266.69,Hold,13599.52,13651.37,4.00,13603.52
4720,268.72,Hold,13703.04,13756.28,5.00,13708.04
4721,269.40,Hold,13737.71,13792.09,6.00,13743.71
4722,268.72,Hold,13703.04,13758.28,7.00,13710.04
4723,268.31,Hold,13682.13,13738.28,8.00,13690.13
4724,267.86,Hold,13659.18,13716.24,9.00,13668.18
4725,268.74,Hold,13704.06,13762.30,10.00,13714.06
4726,268.73,Hold,13703.55,13762.79,11.00,13714.55
4727,269.38,Hold,13736.69,13797.08,12.00,13748.69
4728,267.51,Sell,13641.34,13702.30,13.00,13654.34
4729,268.05,Hold,13668.87,13730.96,14.00,13682.87
4730,269.60,Hold,13747.91,13811.36,15.00,13762.91
4731,270.71,Hold,13804.51,13869.23,16.00,13820.51
4732,272.12,Buy,13893.42,13942.47,0.00,13893.42
4733,272.49,Hold,13912.31,13962.42,1.00,13913.31
4734,272.42,Hold,13908.73,13959.84,2.00,13910.73
4735,275.06,Hold,14043.52,14096.12,3.00,14046.52
4736,273.83,Hold,13980.72,14034.08,4.00,13984.72
4737,275.64,Hold,14073.14,14127.85,5.00,14078.14
4738,276.82,Hold,14133.38,14189.33,6.00,14139.38
4739,279.10,Hold,14249.79,14307.20,7.00,14256.79
4740,275.16,Hold,14048.63,14106.23,8.00,14056.63
4741,272.76,Sell,13926.09,13984.19,9.00,13935.09
4742,271.06,Hold,13839.30,13898.03,10.00,13849.30
4743,273.89,Hold,13983.79,14044.14,11.00,13994.79
4744,273.69,Hold,13973.57,14034.88,12.00,13985.57
4745,267.53,Hold,13659.07,13719.99,13.00,13672.07
4746,266.50,Hold,13606.48,13668.17,14.00,13620.48
4747,269.69,Hold,13769.35,13832.78,15.00,13784.35
4748,269.71,Hold,13770.37,13834.80,16.00,13786.37
4749,268.59,Hold,13713.19,13778.35,17.00,13730.19
4750,272.57,Hold,13916.39,13983.52,18.00,13934.39
4751,268.30,Hold,13698.38,13765.46,19.00,13717.38
4752,262.90,Hold,13422.68,13489.41,20.00,13442.68
4753,255.18,Hold,13028.52,13094.29,21.00,13049.52
4754,257.77,Hold,13160.76,13228.20,22.00,13182.76
4755,255.80,Hold,13060.18,13128.10,23.00,13083.18
4756,261.79,Hold,13366.01,13436.52,24.00,13390.01
4757,262.92,Hold,13423.70,13495.52,25.00,13448.70
4758,262.75,Hold,13415.02,13487.79,26.00,13441.02
4759,267.12,Hold,13638.14,13713.12,27.00,13665.14
4760,267.88,Buy,13704.94,13753.13,0.00,13704.94
4761,272.52,Hold,13942.32,13992.35,1.00,13943.32
4762,273.17,Hold,13975.58,14026.73,2.00,13977.58
4763,275.75,Hold,14107.57,14160.21,3.00,14110.57
4764,275.08,Hold,14073.29,14126.80,4.00,14077.29
4765,276.46,Hold,14143.90,14198.67,5.00,14148.90
4766,274.12,Hold,14024.18,14079.49,6.00,14030.18
4767,277.59,Hold,14201.71,14258.72,7.00,14208.71
4768,276.89,Hold,14165.90,14223.76,8.00,14173.90
4769,277.14,Hold,14178.69,14237.60,9.00,14187.69
4770,275.45,Hold,14092.23,14151.78,10.00,14102.23
4771,275.72,Hold,14106.04,14166.66,11.00,14117.04
4772,278.38,Hold,14242.13,14304.33,12.00,14254.13
4773,272.39,Hold,13935.67,13997.54,13.00,13948.67
4774,271.78,Sell,13904.47,13967.19,14.00,13918.47
4775,270.94,Hold,13861.49,13925.02,15.00,13876.49
4776,266.44,Hold,13631.27,13694.74,16.00,13647.27
4777,269.29,Hold,13777.08,13842.23,17.00,13794.08
